_id,category,created_at,entities.hashtags,entities.media,entities.symbols,entities.trends,entities.urls,entities.user_mentions,extended_entities.media,favorite_count,favorited,filter_level,geo,geo.coordinates,geo.type,id,id_str,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,is_rumour,is_turnaround,lang,links,misinformation,place,place.attributes,place.bounding_box,place.contained_within,place.country,place.country_code,place.full_name,place.id,place.name,place.place_type,place.url,possibly_sensitive,retweet_count,retweeted,source,text,true,truncated,user.created_at,user.default_profile,user.default_profile_image,user.description,user.entities,user.favourites_count,user.follow_request_sent,user.followers_count,user.following,user.friends_count,user.geo_enabled,user.id,user.id_str,user.is_translation_enabled,user.is_translator,user.lang,user.listed_count,user.location,user.name,user.notifications,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_banner_url,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_location,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.protected,user.screen_name,user.statuses_count,user.time_zone,user.url,user.utc_offset,user.verified
624d4f64f25f18d7a79e0545,"A gunman has taken hostages at a cafe in Sydney's Martin Place",Sun Dec 14 23:12:32 +0000 2014,"[{""indices"":[0,9],""text"":""BREAKING""}]",,[],,[],[],,9,false,,null,,,544268732046913536,544268732046913536,null,null,null,null,null,rumour,0,en,"[{""link"":""http://www.nytimes.com/2014/12/15/world/asia/hostages-are-held-inside-cafe-in-australia-police-say.html?partner=rss"",""mediatype"":""news-media"",""position"":""for""}]",0,null,,,,,,,,,,,,108,false,"<a href=""http://www.skynews.com.au"" rel=""nofollow"">Sky News Aust Breaking News</a>","#BREAKING: Hostages are being held and a siege is taking place at Sydney's Lindt Chocolat Cafe in Martin Place.",1,false,Sat Oct 18 02:39:23 +0000 2008,false,false,"Sky News is Australia's 24/7 news channel, bringing you the latest news as it happens. Facebook http://t.co/nIE2DAOMCx | Ch 601 on Foxtel",,1670,false,150994,false,85683,false,16834659,16834659,false,false,en,2735,"Sydney, Australia",Sky News Australia,false,000000,http://pbs.twimg.com/profile_background_images/378800000071734124/dea3bd17ec32d1d204db6b0cee54df17.jpeg,https://pbs.twimg.com/profile_background_images/378800000071734124/dea3bd17ec32d1d204db6b0cee54df17.jpeg,false,https://pbs.twimg.com/profile_banners/16834659/1414972178,http://pbs.twimg.com/profile_images/378800000441802573/7d7dfe8dd3ef5cb743d617dc62f0aa92_normal.jpeg,https://pbs.twimg.com/profile_images/378800000441802573/7d7dfe8dd3ef5cb743d617dc62f0aa92_normal.jpeg,FF0000,null,FFFFFF,D10020,000000,true,false,SkyNewsAust,114484,Sydney,http://t.co/fdZdyojAgW,39600,true
624d4f669e59163faf482761,"A gunman has taken hostages at a cafe in Sydney's Martin Place",Sun Dec 14 23:16:34 +0000 2014,[],"[{""expanded_url"":""http://twitter.com/newscomauHQ/status/544269749405097984/photo/1"",""display_url"":""pic.twitter.com/iTwradHTb3"",""url"":""http://t.co/iTwradHTb3"",""media_url_https"":""https://pbs.twimg.com/media/B42idA0IgAEcGCz.jpg"",""id_str"":""544269749300264961"",""sizes"":{""large"":{""h"":541,""resize"":""fit"",""w"":814},""small"":{""h"":225,""resize"":""fit"",""w"":340},""medium"":{""h"":398,""resize"":""fit"",""w"":600},""thumb"":{""h"":150,""resize"":""crop"",""w"":150}},""indices"":[103,125],""type"":""photo"",""id"":544269749300264960,""media_url"":""http://pbs.twimg.com/media/B42idA0IgAEcGCz.jpg""}]",[],,"[{""url"":""http://t.co/TTG8ye71Zg"",""indices"":[80,102],""expanded_url"":""http://bit.ly/1wQXa3G"",""display_url"":""bit.ly/1wQXa3G""}]",[],"[{""expanded_url"":""http://twitter.com/newscomauHQ/status/544269749405097984/photo/1"",""display_url"":""pic.twitter.com/iTwradHTb3"",""url"":""http://t.co/iTwradHTb3"",""media_url_https"":""https://pbs.twimg.com/media/B42idA0IgAEcGCz.jpg"",""id_str"":""544269749300264961"",""sizes"":{""large"":{""h"":541,""resize"":""fit"",""w"":814},""small"":{""h"":225,""resize"":""fit"",""w"":340},""medium"":{""h"":398,""resize"":""fit"",""w"":600},""thumb"":{""h"":150,""resize"":""crop"",""w"":150}},""indices"":[103,125],""type"":""photo"",""id"":544269749300264960,""media_url"":""http://pbs.twimg.com/media/B42idA0IgAEcGCz.jpg""}]",88,false,,null,,,544269749405097984,544269749405097984,null,null,null,null,null,rumour,0,en,"[{""link"":""http://www.nytimes.com/2014/12/15/world/asia/hostages-are-held-inside-cafe-in-australia-police-say.html?partner=rss"",""mediatype"":""news-media"",""position"":""for""}]",0,null,,,,,,,,,,,false,483,false,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http://t.co/TTG8ye71Zg http://t.co/iTwradHTb3",1,false,Fri Jun 27 02:03:07 +0000 2008,false,false,"Australia's most popular news site. Bringing you the latest breaking news from Australia and around the world.",,858,false,170463,false,4176,true,15250661,15250661,false,false,en,2226,Australia,news.com.au,false,FFFFFF,http://pbs.twimg.com/profile_background_images/324056025/twitter_background-news.jpg,https://pbs.twimg.com/profile_background_images/324056025/twitter_background-news.jpg,false,https://pbs.twimg.com/profile_banners/15250661/1416186197,http://pbs.twimg.com/profile_images/552230406930432000/xBIGVtYz_normal.jpeg,https://pbs.twimg.com/profile_images/552230406930432000/xBIGVtYz_normal.jpeg,0A6395,null,FFFFFF,EDEDED,000000,true,false,newscomauHQ,104317,Sydney,http://t.co/2imUDH2wDK,39600,true
624d4f674362aa13535e8ccd,There is more than one gunman involved in the hostage-taking at the Sydney cafe,Sun Dec 14 23:21:49 +0000 2014,"[{""indices"":[131,137],""text"":""7News""}]",,[],,[],[],,20,false,,null,,,544271069146656768,544271069146656768,null,null,null,null,null,rumour,0,en,[],1,null,,,,,,,,,,,,364,false,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",We understand there are two gunmen and up to a dozen hostages inside the cafe under siege at Sydney.. ISIS flags remain on display #7News,0,false,Mon Feb 28 03:38:30 +0000 2011,false,false,"Reporter/Assistant Chief of Staff @7NewsMelbourne. Childwise ambassador. Happy wife. Mum to sausage dog Sizzle. Love books, wine, coffee, travel. Views mine.",,14,false,1672,false,731,true,258627226,258627226,false,false,en,45,"Melbourne, Australia",Kristy Mayr,false,B2DFDA,http://pbs.twimg.com/profile_background_images/455968264833605632/MpbzakzP.png,https://pbs.twimg.com/profile_background_images/455968264833605632/MpbzakzP.png,false,https://pbs.twimg.com/profile_banners/258627226/1398774857,http://pbs.twimg.com/profile_images/461115199768903680/QP5_dEwk_normal.jpeg,https://pbs.twimg.com/profile_images/461115199768903680/QP5_dEwk_normal.jpeg,93A644,null,FFFFFF,FFFFFF,333333,true,false,KristyMayr7,2475,Sydney,http://t.co/f8ZviHQgPv,39600,true
624d4f699493c542fa629c03,"A gunman has taken hostages at a cafe in Sydney's Martin Place",Sun Dec 14 23:22:41 +0000 2014,[],"[{""expanded_url"":""http://twitter.com/Breaking911/status/544271284796784640/photo/1"",""display_url"":""pic.twitter.com/suVfoMmBwM"",""url"":""http://t.co/suVfoMmBwM"",""media_url_https"":""https://pbs.twimg.com/media/B42j2YxCAAA1Mm9.jpg"",""id_str"":""544271284738064384"",""sizes"":{""large"":{""h"":349,""resize"":""fit"",""w"":620},""small"":{""h"":191,""resize"":""fit"",""w"":340},""medium"":{""h"":337,""resize"":""fit"",""w"":600},""thumb"":{""h"":150,""resize"":""crop"",""w"":150}},""indices"":[114,136],""type"":""photo"",""id"":544271284738064400,""media_url"":""http://pbs.twimg.com/media/B42j2YxCAAA1Mm9.jpg""}]",[],,"[{""url"":""http://t.co/gDkig15YuN"",""indices"":[91,113],""expanded_url"":""http://bit.ly/1qOKG9P"",""display_url"":""bit.ly/1qOKG9P""}]",[],"[{""expanded_url"":""http://twitter.com/Breaking911/status/544271284796784640/photo/1"",""display_url"":""pic.twitter.com/suVfoMmBwM"",""url"":""http://t.co/suVfoMmBwM"",""media_url_https"":""https://pbs.twimg.com/media/B42j2YxCAAA1Mm9.jpg"",""id_str"":""544271284738064384"",""sizes"":{""large"":{""h"":349,""resize"":""fit"",""w"":620},""small"":{""h"":191,""resize"":""fit"",""w"":340},""medium"":{""h"":337,""resize"":""fit"",""w"":600},""thumb"":{""h"":150,""resize"":""crop"",""w"":150}},""indices"":[114,136],""type"":""photo"",""id"":544271284738064400,""media_url"":""http://pbs.twimg.com/media/B42j2YxCAAA1Mm9.jpg""}]",20,false,,null,,,544271284796784640,544271284796784640,null,null,null,null,null,rumour,0,en,"[{""link"":""http://www.nytimes.com/2014/12/15/world/asia/hostages-are-held-inside-cafe-in-australia-police-say.html?partner=rss"",""mediatype"":""news-media"",""position"":""for""}]",0,null,,,,,,,,,,,false,177,false,"<a href=""http://www.ipraxalab.com/wordpress/breaking/"" rel=""nofollow"">BREAKING NEWS Testing new</a>","DEVELOPING: Gunman Takes Hostages In Sydney Cafe, 'ISIS' Flags Being Held Against Window - http://t.co/gDkig15YuN http://t.co/suVfoMmBwM",1,false,Sun Sep 18 16:36:06 +0000 2011,false,false,Break•ing 9•1•1 (noun): Newly Received Information About an Event That Is Currently Occurring or Developing. Email us: Breaking911@gmail.com,,2,false,110901,false,3,true,375721095,375721095,false,false,en,868,Visit Us At ,Breaking911,false,C0DEED,http://pbs.twimg.com/profile_background_images/378800000156568660/kBuOAnnE.jpeg,https://pbs.twimg.com/profile_background_images/378800000156568660/kBuOAnnE.jpeg,false,https://pbs.twimg.com/profile_banners/375721095/1406741798,http://pbs.twimg.com/profile_images/575733505948168192/LCNZoIux_normal.jpeg,https://pbs.twimg.com/profile_images/575733505948168192/LCNZoIux_normal.jpeg,0084B4,null,FFFFFF,DDEEF6,333333,true,false,Breaking911,18356,Eastern Time (US & Canada),http://t.co/RWBI1fT41I,-18000,false
624d4f6b0b42f635652fe350,"A (black) Islamic flag is being held up in the window of cafe in Sydney's Martin Place",Sun Dec 14 23:22:59 +0000 2014,"[{""indices"":[46,52],""text"":""lindt""}]","[{""expanded_url"":""http://twitter.com/Andrew_Denney/status/544271362022338560/photo/1"",""display_url"":""pic.twitter.com/fAV7PEuY6P"",""url"":""http://t.co/fAV7PEuY6P"",""media_url_https"":""https://pbs.twimg.com/media/B42j6QiCAAAkRdO.jpg"",""id_str"":""544271351247142912"",""sizes"":{""large"":{""h"":354,""resize"":""fit"",""w"":630},""small"":{""h"":191,""resize"":""fit"",""w"":340},""medium"":{""h"":337,""resize"":""fit"",""w"":600},""thumb"":{""h"":150,""resize"":""crop"",""w"":150}},""indices"":[112,134],""type"":""photo"",""id"":544271351247142900,""media_url"":""http://pbs.twimg.com/media/B42j6QiCAAAkRdO.jpg""}]",[],,[],[],"[{""expanded_url"":""http://twitter.com/Andrew_Denney/status/544271362022338560/photo/1"",""display_url"":""pic.twitter.com/fAV7PEuY6P"",""url"":""http://t.co/fAV7PEuY6P"",""media_url_https"":""https://pbs.twimg.com/media/B42j6QiCAAAkRdO.jpg"",""id_str"":""544271351247142912"",""sizes"":{""large"":{""h"":354,""resize"":""fit"",""w"":630},""small"":{""h"":191,""resize"":""fit"",""w"":340},""medium"":{""h"":337,""resize"":""fit"",""w"":600},""thumb"":{""h"":150,""resize"":""crop"",""w"":150}},""indices"":[112,134],""type"":""photo"",""id"":544271351247142900,""media_url"":""http://pbs.twimg.com/media/B42j6QiCAAAkRdO.jpg""}]",35,false,,null,,,544271362022338560,544271362022338560,null,null,null,null,null,rumour,0,en,"[{""link"":""http://www.theguardian.com/australia-news/2014/dec/15/sydney-cbd-siege-hostages-forced-to-hold-black-and-white-islamic-flag"",""mediatype"":""news-media"",""position"":""for""}]",0,null,,,,,,,,,,,false,208,false,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Black Islamic flag being held up in window of #lindt chocolate store in Martin Place, Sydney - hostages inside. http://t.co/fAV7PEuY6P",1,false,Thu Jan 28 11:36:46 +0000 2010,false,false,"Crime reporter for @channeltennews Sydney. 

Thoughts & opinions are mine.",,5,false,1148,false,1164,true,109234928,109234928,false,false,en,40,"Sydney, NSW",Andrew Denney,false,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,true,,http://pbs.twimg.com/profile_images/3593504547/6d99af859b146d84a7c4cb999d781d23_normal.jpeg,https://pbs.twimg.com/profile_images/3593504547/6d99af859b146d84a7c4cb999d781d23_normal.jpeg,009999,null,EEEEEE,EFEFEF,333333,true,false,Andrew_Denney,3313,Sydney,http://t.co/HFomh7JzEe,39600,true
624d4f6dc9b2ff6810c24d51,"An ISIS (IS) flag is being displayed (by hostages) at the cafe in Sydney's Martin Place",Sun Dec 14 23:27:39 +0000 2014,[],"[{""expanded_url"":""http://twitter.com/DailyMailAU/status/544272537341812736/photo/1"",""display_url"":""pic.twitter.com/cATxCjYXpy"",""url"":""http://t.co/cATxCjYXpy"",""media_url_https"":""https://pbs.twimg.com/media/B42k_HpCMAAcgj4.jpg"",""id_str"":""544272534271569920"",""sizes"":{""small"":{""h"":254,""resize"":""fit"",""w"":340},""large"":{""h"":475,""resize"":""fit"",""w"":634},""medium"":{""h"":449,""resize"":""fit"",""w"":600},""thumb"":{""h"":150,""resize"":""crop"",""w"":150}},""indices"":[91,113],""type"":""photo"",""id"":544272534271569900,""media_url"":""http://pbs.twimg.com/media/B42k_HpCMAAcgj4.jpg""}]",[],,"[{""url"":""http://t.co/9K3XXEiSFa"",""indices"":[68,90],""expanded_url"":""http://dailym.ai/134wluW"",""display_url"":""dailym.ai/134wluW""}]",[],"[{""expanded_url"":""http://twitter.com/DailyMailAU/status/544272537341812736/photo/1"",""display_url"":""pic.twitter.com/cATxCjYXpy"",""url"":""http://t.co/cATxCjYXpy"",""media_url_https"":""https://pbs.twimg.com/media/B42k_HpCMAAcgj4.jpg"",""id_str"":""544272534271569920"",""sizes"":{""small"":{""h"":254,""resize"":""fit"",""w"":340},""large"":{""h"":475,""resize"":""fit"",""w"":634},""medium"":{""h"":449,""resize"":""fit"",""w"":600},""thumb"":{""h"":150,""resize"":""crop"",""w"":150}},""indices"":[91,113],""type"":""photo"",""id"":544272534271569900,""media_url"":""http://pbs.twimg.com/media/B42k_HpCMAAcgj4.jpg""}]",51,false,,null,,,544272537341812736,544272537341812736,null,null,null,null,null,rumour,0,en,"[{""link"":""http://www.itv.com/news/update/2014-12-15/flag-in-sydney-cafe-window-is-not-linked-with-is/"",""mediatype"":""news-media"",""position"":""against""},{""link"":""http://www.smh.com.au/national/flag-being-held-by-lindt-chocolat-cafe-hostages-is-not-an-islamic-state-flag-20141215-1279s0.html"",""mediatype"":""news-media"",""position"":""against""}]",1,null,,,,,,,,,,,false,404,false,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",SYDNEY SIEGE: Gunman forces hostages to hold up ISIS flag in window http://t.co/9K3XXEiSFa http://t.co/cATxCjYXpy,0,false,Mon Oct 14 15:02:11 +0000 2013,true,false,Top stories from the Daily Mail Australia team. Facebook: http://t.co/hD0PyZHS4Z,,44,false,2115,false,136,false,1960878613,1960878613,false,false,en,40,Sydney,Daily Mail Australia,false,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,false,https://pbs.twimg.com/profile_banners/1960878613/1416407335,http://pbs.twimg.com/profile_images/535077191168430080/LVRhGsml_normal.png,https://pbs.twimg.com/profile_images/535077191168430080/LVRhGsml_normal.png,0084B4,null,C0DEED,DDEEF6,333333,true,false,DailyMailAU,634,Eastern Time (US & Canada),http://t.co/QiDBrI1URu,-18000,true
624d4f6f26e164936622efd5,There is a hostage situation at a cafe in Sydney,Sun Dec 14 23:37:11 +0000 2014,[],,[],,"[{""url"":""http://t.co/AD2PR4OPFq"",""indices"":[114,136],""expanded_url"":""http://bbc.in/1ssDEJ0"",""display_url"":""bbc.in/1ssDEJ0""}]",[],,113,false,,null,,,544274934835707905,544274934835707905,null,null,null,null,null,rumour,0,en,"[{""link"":""http://www.bbc.com/news/live/world-australia-30475711?ns_mchannel=social"",""mediatype"":""news-media"",""position"":""for""}]",0,null,,,,,,,,,,,false,762,false,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Several people being held hostage at a Sydney cafe. Australian tv showing people with  hands up against a window: http://t.co/AD2PR4OPFq,1,false,Thu Feb 01 07:44:29 +0000 2007,false,false,"World News, features and analysis (http://t.co/JnU7o4nQJx). For UK news, follow @BBCNews. For breaking news, follow @BBCBreaking. Latest sport news @BBCSport.",,0,false,8175508,false,61,false,742143,742143,true,false,en,83149,"London, UK",BBC News (World),false,FFFFFF,http://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg,https://pbs.twimg.com/profile_background_images/459295591915204608/P0byaGJj.jpeg,false,https://pbs.twimg.com/profile_banners/742143/1398339487,http://pbs.twimg.com/profile_images/522359986324643842/QVNpxIrk_normal.jpeg,https://pbs.twimg.com/profile_images/522359986324643842/QVNpxIrk_normal.jpeg,1F527B,null,FFFFFF,FFFFFF,5A5A5A,true,false,BBCWorld,187166,London,http://t.co/hqt08RrbCA,0,true
624d4f715d230fffb2de8b51,"The script on the flag reads: ""There is no God but Allah and Muhammad is the messenger of God""",Sun Dec 14 23:45:51 +0000 2014,[],,[],,[],"[{""id"":1269181292,""indices"":[127,139],""id_str"":""1269181292"",""screen_name"":""liztilley84"",""name"":""Elizabeth Tilley""}]",,48,false,,null,,,544277117039837184,544277117039837184,null,null,null,null,null,rumour,0,en,"[{""link"":""http://www.smh.com.au/national/flag-being-held-by-lindt-chocolat-cafe-hostages-is-not-an-islamic-state-flag-20141215-1279s0.html"",""mediatype"":""news-media"",""position"":""for""}]",0,null,,,,,,,,,,,,390,false,"<a href=""http://www.GroupTweet.com"" rel=""nofollow"">GroupTweet</a>",Flag in window of Sydney Lindt cafe not an ISIS flag. Reads: ‘There is no God but Allah and Muhammad is the messenger of God’ (@liztilley84),1,false,Sat Oct 18 02:39:23 +0000 2008,false,false,"Sky News is Australia's 24/7 news channel, bringing you the latest news as it happens. Facebook http://t.co/nIE2DAOMCx | Ch 601 on Foxtel",,1670,false,150995,false,85683,false,16834659,16834659,false,false,en,2735,"Sydney, Australia",Sky News Australia,false,000000,http://pbs.twimg.com/profile_background_images/378800000071734124/dea3bd17ec32d1d204db6b0cee54df17.jpeg,https://pbs.twimg.com/profile_background_images/378800000071734124/dea3bd17ec32d1d204db6b0cee54df17.jpeg,false,https://pbs.twimg.com/profile_banners/16834659/1414972178,http://pbs.twimg.com/profile_images/378800000441802573/7d7dfe8dd3ef5cb743d617dc62f0aa92_normal.jpeg,https://pbs.twimg.com/profile_images/378800000441802573/7d7dfe8dd3ef5cb743d617dc62f0aa92_normal.jpeg,FF0000,null,FFFFFF,D10020,000000,true,false,SkyNewsAust,114484,Sydney,http://t.co/fdZdyojAgW,39600,true
624d4f73096bafc2e8e0cbd6,(Alleged) ISIS militants are behind the hostage-taking in the Sydney cafe,Sun Dec 14 23:48:48 +0000 2014,"[{""indices"":[97,108],""text"":""DramaAlert""}]","[{""expanded_url"":""http://twitter.com/KEEMSTARx/status/544277860555710464/photo/1"",""display_url"":""pic.twitter.com/XwXLvvWc76"",""url"":""http://t.co/XwXLvvWc76"",""media_url_https"":""https://pbs.twimg.com/media/B42p1HSCUAIrqEp.png"",""id_str"":""544277859934556162"",""sizes"":{""large"":{""h"":299,""resize"":""fit"",""w"":532},""small"":{""h"":191,""resize"":""fit"",""w"":340},""medium"":{""h"":299,""resize"":""fit"",""w"":532},""thumb"":{""h"":150,""resize"":""crop"",""w"":150}},""indices"":[114,136],""type"":""photo"",""id"":544277859934556160,""media_url"":""http://pbs.twimg.com/media/B42p1HSCUAIrqEp.png""}]",[],,[],[],"[{""expanded_url"":""http://twitter.com/KEEMSTARx/status/544277860555710464/photo/1"",""display_url"":""pic.twitter.com/XwXLvvWc76"",""url"":""http://t.co/XwXLvvWc76"",""media_url_https"":""https://pbs.twimg.com/media/B42p1HSCUAIrqEp.png"",""id_str"":""544277859934556162"",""sizes"":{""large"":{""h"":299,""resize"":""fit"",""w"":532},""small"":{""h"":191,""resize"":""fit"",""w"":340},""medium"":{""h"":299,""resize"":""fit"",""w"":532},""thumb"":{""h"":150,""resize"":""crop"",""w"":150}},""indices"":[114,136],""type"":""photo"",""id"":544277859934556160,""media_url"":""http://pbs.twimg.com/media/B42p1HSCUAIrqEp.png""}]",100,false,,null,,,544277860555710464,544277860555710464,null,null,null,null,null,rumour,0,en,"[{""link"":""http://www.breaking911.com/developing-gunman-takes-hostages-in-sydney-cafe-isis-flags-being-held-against-window/"",""mediatype"":""news-media"",""position"":""for""}]",1,null,,,,,,,,,,,false,102,false,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ISIS -holding a Cafe hostage in Sydney- forcing Hostages to press ISIS flags against the Windows #DramaAlert HOT! http://t.co/XwXLvvWc76,0,false,Wed Oct 10 23:43:12 +0000 2012,false,false,Creator of #DramaAlert #1 source for News on the Social interactions in Gaming Entertainment!,,152373,false,171398,false,537,true,872683897,872683897,false,false,en,215,,#DramaAlert KEEMSTAR,false,000000,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,false,https://pbs.twimg.com/profile_banners/872683897/1417984476,http://pbs.twimg.com/profile_images/541702853954252800/taWyH6FW_normal.png,https://pbs.twimg.com/profile_images/541702853954252800/taWyH6FW_normal.png,3B94D9,null,000000,000000,000000,false,false,KEEMSTARx,44833,Atlantic Time (Canada),https://t.co/aS4PQGYdio,-14400,false
624d4f75e1565af471e17b34,"A (black) Islamic flag is being held up in the window of cafe in Sydney's Martin Place",Sun Dec 14 23:50:42 +0000 2014,"[{""indices"":[0,9],""text"":""BREAKING""}]",,[],,[],[],,23,false,,null,,,544278335455776769,544278335455776769,null,null,null,null,null,rumour,0,en,"[{""link"":""http://www.theguardian.com/australia-news/2014/dec/15/sydney-cbd-siege-hostages-forced-to-hold-black-and-white-islamic-flag"",""mediatype"":""news-media"",""position"":""for""}]",0,null,,,,,,,,,,,,219,false,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","#BREAKING Hostages held inside Sydney cafe, Islamic flag held up",1,false,Tue Sep 27 00:35:10 +0000 2011,false,false,"News - and the stories behind the news - from AFP's reporters around the world. In French: @afpfr. In Spanish: @AFPespanol. For photos: @AFPphoto",,80,false,282320,false,486,false,380648579,380648579,true,false,en,7904,France,Agence France-Presse,false,C0DEED,http://pbs.twimg.com/profile_background_images/579525526/bk1nk0d4v59httnhh2uu.jpeg,https://pbs.twimg.com/profile_background_images/579525526/bk1nk0d4v59httnhh2uu.jpeg,false,https://pbs.twimg.com/profile_banners/380648579/1412519572,http://pbs.twimg.com/profile_images/557099613715324930/0Az9ucH3_normal.jpeg,https://pbs.twimg.com/profile_images/557099613715324930/0Az9ucH3_normal.jpeg,0084B4,null,DBE9ED,E6F6F9,333333,true,false,AFP,63140,Paris,http://t.co/kqhCI1Bvmj,3600,true
